,Tweets
248,"@FirstMediaCares Hi First Media. Mohon maaf atas kendala aduan dari Saya lagi, sekedar mau menginformasikan kalau j… https://t.co/MQ8cOrN1LV"
249,"@dikermdhn Hi FIRST People, ada yang bisa kami bantu dan jika anda pelanggan First Media, Mohon info 8 digit Nomor pelanggan."
250,"Sekarang first media kalo mati kaya minum obat ya :) sehari 2 kali... 

Halo? @FirstMediaCares"
251,"FWD Invest First sedia melindungi &amp; memenuhi keperluan anda.

Ketahui Lebih Lanjut di sini;… https://t.co/ikNMH4pbFU"
252,@senjatanuklir Orang ciuman pas first media
253,"@anggoro_basuki Hi FIRST people. Terima kasih kembali sudah menjadi pelanggan First Media, Silakan konfirmasi kemba… https://t.co/sUBfSIY9PK"
254,"@FirstMediaCares Terima kasih first media atas fast respon, saat ini kami sudah menikmati internet dan TV. Semoga f… https://t.co/6eXt03aJLo"
255,first media kenapasih anjing dari kemaren
256,"@kokoseungyoun Hi FIRST People, ada yang bisa kami bantu dan jika anda pelanggan First Media, Mohon info 8 digit Nomor pelanggan."
257,@peachyshf first media jarang gangguan gaa :((
258,@senjatanuklir pas first media biasa sih rei
259,anjrt first mediA kenapa lemot nya sekarang 😭😭😭
260,"@anoncx2 Hi First People. Baik, terima kasih atas konfirmasinya dan terima kasih sudah menjadi pelanggan setia First Media. Tks ^Ajt"
261,"first media iki lapoo seee, kokk kett mauu subuh matii ra nyalah"" ?"
262,"@AnggaJr62343359 Hi FIRST People, ada yang bisa kami bantu dan jika anda pelanggan First Media, Mohon info 8 digit Nomor pelanggan."
263,"@FirstMediaCares Dear first media, ini sdh malam ke 4 kaya gini. Mau sampe kapan benernya? ato tepatnya dibenerin g… https://t.co/AdJNph30VZ"
264,@pujanggakhilaf berupa high end router yang dapat memberikan kualitas layanan game dengan koneksi prioritas dan kon… https://t.co/Tqm0R5NfA9
265,@pujanggakhilaf Selamat malam First People. Apakah yg dimaksud mendapat koneksi langsung ke server game? Jika ia ka… https://t.co/zN4yDUNeED
266,"Setiap hari gini, ini sebenernya ticket id itu untuk maintenance buat engineernya. Jadi setiap problem pasti ada no… https://t.co/Me04U31KL4"
267,"Lagi ngumpulin screenshot setiap hari first media ada gangguan, gue mau buat thread kenapa orang gausah langganan first media."
268,"@JDid halo min, mau tanya terkait pembayaran tagihan first media bulan desember yg ternyata tidak berhasil bagaiman… https://t.co/nxfzwPbvOh"
269,RT @fiqsleepy: First media 2021... Asal nampak cam budak ii lepasan UPSR muka aku do😭 https://t.co/4DDgyU38V6
270,"@yayyysica Hi FIRST People, ada yang bisa kami bantu dan jika anda pelanggan First Media, Mohon info 8 digit Nomor pelanggan."
271,"@ikaroow09 Hi FIRST People, ada yang bisa kami bantu dan jika anda pelanggan First Media, Mohon info 8 digit Nomor pelanggan."
272,Bisa bisanya first media eror seharian
273,@caratstalk Yg punya first media ada kok channelnya disitu. Gw pernah nonton
274,anjing nih first media gw mau lanjutin sweet home masa error😡 kuota gw tinggal 5GB tai
275,@adisatya_ @Ferdirangga_n @IndiHome iya nih di rumah ku jg kl ujan suka ilang sinyal first media @Ferdirangga_n
276,"@FirstMediaCares sy pelanggan 10140392 ini ada mslh apalgi sih, internet mati lg. Sering banget ky begini, ngga tau… https://t.co/NPNPHDj2ek"
277,"@ayumipvy Hi FIRST People, ada yang bisa kami bantu dan jika anda pelanggan First Media, Mohon info 8 digit Nomor pelanggan."
278,"RT @dyooniesus: Go check out my first article🗣🗣
@fajarjun @UIIYogyakarta #KomunikasiPolitik #KomunikasiUii #UIIYogyakarta 

Media Sosial: S…"
279,"@FirstMediaCares sore first Media, mohon info saya dr bulan Mei 2020 kenapa pembayaran dikenakan biaya 421rb ya? Sa… https://t.co/6YrHYDdOMv"
280,@overbreadthh Humko to first year me LinkedIn social media lagta tha. Kaafi badal gayi hai duniya
281,"@FirstMediaCares  Min Udah Di Check Tapi Speed Nya Makin Lama Makin Turun Sekarang Speed Wifinya Jadi 4.5 
WiFi Pun… https://t.co/ts9Skj3qz5"
282,"@dsetyawanp Hi FIRST People, ada yang bisa kami bantu dan jika anda pelanggan First Media, Mohon info 8 digit Nomor pelanggan."
283,"@rndrhnt Hi FIRST People, ada yang bisa kami bantu dan jika anda pelanggan First Media, Mohon info 8 digit Nomor pelanggan."
284,"@mandalasatya66 HI First People. Mohon maaf atas ketidaknyamannya. Terima kasih sdh berlangganan First Media, kami… https://t.co/5w5J9IPaYz"
285,OPEN RECRUITMENT Loker Semarang Lulusan SMA SMK di First Media / PT Linknet – First Media / PT Linknet membutuhkan… https://t.co/LvdIdJJbxY
286,"@watasheewa HI First People. Mohon maaf atas ketidaknyamannya. Terima kasih sdh berlangganan First Media, kami akan… https://t.co/9cEZTKyFvm"
287,"@FirstMediaCares 
Permisi pak/bu. Saya pelanggan first media, dari kemarin semua chanel movie saya ko ga ada siaran… https://t.co/CB1l8UbU2f"
288,"@RyoApril HI First People. Mohon maaf atas ketidaknyamannya. Terima kasih sdh berlangganan First Media, kami akan b… https://t.co/ZFSpWpCsyN"
289,"@FirstMediaCares Halo first media, apakah saya bisa upgrade stb dari x1 lite ke x1 tanpa tambahan biaya? Karena x1… https://t.co/JlryYJn9gS"
290,"@hemtorii . Hi First People. Terima kasih telah 
berlangganan layanan First Media dan mohon maaf 
atas ketidaknyamanan sebelumnya. Tks ^6IB"
291,"@blossonlng_0 Hi First People. Baik, mohon maaf atas kendalanya ya. Kami akan senantiasa membantu. Bisa kunjungi… https://t.co/MvBpEWmLkB"
292,@FirstMediaCares No id 11771182. Anak saya jd sulit pakai zoom ni pdhl sebelum kami pakai first media provider yg l… https://t.co/MfR3F1Qpm0
293,"@captenmorgaen Hi FIRST People, ada yang bisa kami bantu dan jika anda pelanggan First Media, Mohon info 8 digit Nomor pelanggan."
294,"@alonely_girll Hi First People. Baik, mohon maaf atas kendalanya ya. Kami akan senantiasa membantu. Bisa kunjungi… https://t.co/uB6rKx4RE0"
295,@joshuasue Slmt SIang First People. Berminat menambah pkt channel apa ? Mhn pertimbangkn kmbli perihal menonaktifkn… https://t.co/TEbnWst3Es
296,"Hi guys! Untuk kamu yang lagi cari beasiswa, UPH bekerja sama dengan Berita Satu dan PT. Link Net, tbk (First Media… https://t.co/xNMFZC7t5S"
297,"@April41491646 Hi First People. Baik, mohon maaf atas kendalanya ya. Kami akan senantiasa membantu. Bisa kunjungi… https://t.co/vYKB9nk4x0"
298,@FirstMediaCares daerah jelambar mati ya jaringan first media?
299,Pengen bgt nonton tapi first media lg nggak bgt :(
300,@DewiUta38084618 Perihal pemutusan. Silakan menghubungi hotline service First Media di (021) 1500 595 di jam 07.00… https://t.co/J3ly9AJQLG
301,first media kenapa tumbenan lemot?🥲💔
302,Ih brengsek bgt channel s-one udah di block sama first media 😭 mau nonton 😭 https://t.co/KP6t58WDnj
303,RT @axkfpe: muka taksiap lagi ni..huaa first media sementara confident 😭insecure nanti delete hshs https://t.co/9zMu2MZQcl
304,"@LuluQoury1 Hi First People, mohon maaf atas ketidaknyamanannya. Kami informasikan untuk berlangganan Box Office bi… https://t.co/dQ27JMoI3g"
305,"Padahal mau muji first media karna akhir akhir ini udah jarang trouble eh malah hari ini trouble, gue ngga bisa kerja ini tolong"
306,"@FirstMediaCares halo admin, first media lagi kenapa ya ? Sinyalnya kok jelek banget dipake buat internetan putus p… https://t.co/No4w9nWEkM"
307,@kuntilanaqsalt0 @sppphhhj maav q first media bkn indohomo
308,@mbakegot @FirstMediaCares Waaaah kalah First Media wkwkwk
309,"@Chintyanv15 Selamat Siang First People, mohon maaf atas ketidaknyamanannya. Mhn infokan detailnya. Kami menyediaka… https://t.co/47pmFApruN"
310,@umeanTMisu Hi First People. Mhn maaf atas kendalanya dan terima kasih tlh berlangganan First Media. Tks ^mel
311,Derank machine Part 2 (Tadi first media ngelucu) https://t.co/BPQBIIOYPz via @YouTube
312,"@FirstMediaCares Hallo First media, ini no pelanggan 97169601 kok tagihan selalu muncul spt ini? saya sudah bayar,… https://t.co/k0kIk1yb1P"
313,"@FirstMediaCares bang ini area lebak bulus ngapa sih mati nyala mulu nopel saya 11525984, tolong apa masa perbaikan… https://t.co/Ksf50JfBRb"
314,@FirstMediaCares Kondisi kabel first media setelah adanya penambahan tiang. https://t.co/RkRHKcgBwJ
315,"@fernando_okt Hi First People. Baik, terima kasih telah berlangganan First Media. ^ita"
316,"@cepot2011_ Hi FIRST People, ada yang bisa kami bantu dan jika anda pelanggan First Media, Mohon info 8 digit Nomor pelanggan."
317,RT @nrsyzlyana_: bukan first media https://t.co/TbKhO28A2A
318,"RT @hnnnyhzmn: dia macam first media , tapi bukan . https://t.co/x5x7SKGlJf"
319,"First assignment 2021, aku rasa failed betul penganjur APC sebuah jabatan tu hari ni. Media dibiarkan. Kalau ya pun… https://t.co/OHaPwvFGQP"
320,"@bbynzxa @IndiHome udah, ganti pake biznet apa first media aja wkwkw @IndiHome"
321,first media kenapa sii ngeselin banget dari kemaren
322,"@azmifauzan Hi First People. Baik, mohon maaf atas kendala sebelumnya. Kami akan senantiasa membantu. Bisa kunjungi… https://t.co/zJpO3BE91m"
323,@Gobbledygook__ @wonwooderlands far konsul dong first media brp perbulan
324,@ceritatehfidy karna wifi sih.. first media pilih kasih
325,"@FirstMediaCares Halo 

Id saya 11113345

sy baru saja membayar melalui my first media menggunakan OVO untuk progra… https://t.co/aJGc7eNMSD"
326,Ga banget parah abang” first media suru mandi apa ajg bay bet ketek
327,"Myrepublic gak kecover
Biznet juga gak kecover
First media nggak stabil
Indosat gig belum ada

Tersisa Indigo"
328,RT @SanutXenia: Selamat pagi/Selamat siang! Finished up the first Indonesian language session! And now into the JPP's media landscape and f…
329,"RT @hnnnyhzmn: dia macam first media , tapi bukan . https://t.co/x5x7SKGlJf"
330,Selamat pagi/Selamat siang! Finished up the first Indonesian language session! And now into the JPP's media landsca… https://t.co/GhhMoQYDfh
331,"RT @hnnnyhzmn: dia macam first media , tapi bukan . https://t.co/x5x7SKGlJf"
332,@hoshidgaf first media lama lama 11 12 sama indihome gasih
333,@felavender sumpah first media juga bikin bete 2 bulan ini
334,"RT @hnnnyhzmn: dia macam first media , tapi bukan . https://t.co/x5x7SKGlJf"
335,"@cherrihazelnut Hi FIRST People, ada yang bisa kami bantu dan jika anda pelanggan First Media, Mohon info 8 digit Nomor pelanggan."
336,"@FirstMediaCares selamat pagi, ini kenapa first media error' terus ya udah mau 5 hari. Tolong dong, mau ngapa ngapain susah jadinya."
337,@PANT3KH apa Yq lupa tpi bukan indihome bukan first media😊
338,@loverrckk Hi First People. Ada yg bisa kami bantu atas layanan First Media Bpk/Ibu? Jika sdh berlangganan mhn info… https://t.co/5ApkSiHNUQ
339,"@danti2011 Hi FIRST People, ada yang bisa kami bantu dan jika anda pelanggan First Media, Mohon info 8 digit Nomor pelanggan."
340,Bingubggg bgt first media gimana siiih
341,"@lookman18157793 Hi First People. Baik, mohon maaf atas kendala sebelumnya. Kami akan senantiasa membantu. Bisa kun… https://t.co/5leyWkCxOu"
342,"@FirstMediaCares first media jaringan y mati mulu udh 2 hari
Tolong di perbaiki"
343,"Berikan Pengalaman Berkualitas, First Media Raih ICXA 2020 https://t.co/gK73BfZTkT"
344,@loverrckk Selamat Pagi First People. Ada yang bisa kami bantu dengan layanan First Media ? Tks. ^sya
345,@tanyainrl Aku first media bukan indihome
346,"@macflurie Hi First People. Baik, terima kasih telah berlangganan First Media. ^ita"
347,"@0ghkey Hi FIRST People, ada yang bisa kami bantu dan jika anda pelanggan First Media, Mohon info 8 digit Nomor pelanggan."
348,kebiasaan ni first media https://t.co/dXKZSXjf5S
349,"@jessy_polarbear  HI First People. Mohon maaf atas ketidaknyamannya, mohon menunggu kedatangan teknisi kami ya. Ter… https://t.co/K9J09lhd9g"
350,@Cichuinyourarea Selamat Pagi First People. Mhn maaf atas ketidaknyamanannya. Mhn coba untuk tekan tombol STB di se… https://t.co/WY0WVq1yJi
351,@Bambang87844791 dan utk paket FMX nya yaitu Bpk bisa menikmati channel-channel First Media melalui gadget Bpk Bamb… https://t.co/wHPmmeH9he
352,"halo min @infomalang mau nanyaa, disini followersnya @infomalang yg pake first media dari kemaren lagi trouble gak… https://t.co/lEgLjuCoju"
353,first media apa ga capek ya gua komplen mulu??? gua aja cakep uy
354,"@chilta17 Hi FIRST People, ada yang bisa kami bantu dan jika anda pelanggan First Media, Mohon info 8 digit Nomor pelanggan."
355,"@iwankusnandar Hi FIRST People, ada yang bisa kami bantu dan jika anda pelanggan First Media, Mohon info 8 digit Nomor pelanggan."
356,@iwankusnandar Selamat Pagi First People. Ada yg bisa kami bantu atas layanan First Media Bpk ? Jika sdh berlanggan… https://t.co/57G4Ono2Z3
357,first media kenapa deh😾
358,"RT @hnnnyhzmn: dia macam first media , tapi bukan . https://t.co/x5x7SKGlJf"
359,@PungkyAgung.  Selamat Pagi First People. Informasi mengenai prosedur pemutusan berlangganan First Media selambat-l… https://t.co/VTFz65A7M5
360,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
361,"@dindin_onicsb Hi FIRST People, ada yang bisa kami bantu dan jika anda pelanggan First Media, Mohon info 8 digit Nomor pelanggan."
362,"@ariyulianton Hi First People, mohon dicoba kembali beberapa saat. Jika masih terkendala bisa melalui aplikasi My F… https://t.co/4thHhkm8xz"
363,"@frega_wenas First media upload speednya cukup lambat pak karena blm fiber, sementara Indyhome ada FUP 500GB setiap bulan🙏"
364,benci bgt sama first media lemot bgt udh seminggu
365,"Jika harus memilih provider internet: first media, indyhome atau centrin, manakah yang paling bagus dan direkomenda… https://t.co/VDJ7LLQYpc"
366,RT @bersamawawal: Bismillah Assalamualaikum first media tahun 2021 😳 https://t.co/wvGbaB93db
367,@Dwitchez_Zegers lalu lakukan tes speed ke situs https://t.co/gbesPqFKMl pilih server First Media kota terdekat. La… https://t.co/Q4G6DEVGwk
368,"RT @granolads: Lawa=sedap!

Contoh penggunaan media yang baik, kita biasa terlepas pandang.

Untuk tweet gambar2 produk, crop ratio kena ja…"
369,gangerti dah first media kalo tengah malem suka begini
370,RT @fiqsleepy: First media 2021... Asal nampak cam budak ii lepasan UPSR muka aku do😭 https://t.co/4DDgyU38V6
371,"@gggmmmrrrr.  Selamat Malam First People, mohon maaf atas ketidaknyamanan, kami cek layanan First Media di area Bap… https://t.co/K9lz7hzML9"
372,@Adhimahendra11 Hi First People. Terima kasih atas informasinya. Untuk jadwal kedatangan teknisi akan kami batalkan… https://t.co/RyEKq5lkNR
373,@dityaawahyu lalu lakukan tes speed ke situs https://t.co/gbesPqFKMl pilih server First Media kota terdekat. Lakuka… https://t.co/RsvbjJB1P1
374,@Nehajaatni123 @KanganaTeam O didi ki sheli kuch pta bhi hai tum logo ko kisaan ya punjab k baare mein... bas socia… https://t.co/h0SEHLVoMG
375,Yah gaada koneksi lagi si first media kampang
376,Untung ada channel Stingray dJazz di First Media. Tayangan konser2 jazz di Eropa baik di panggung gede maupun kafe2… https://t.co/hZOwNRrcaj
377,Umpan Balik Positif dari Pelanggan Buat First Media Berbuah Penghargaan https://t.co/6OsnAJxI2p
378,RT @fiqsleepy: First media 2021... Asal nampak cam budak ii lepasan UPSR muka aku do😭 https://t.co/4DDgyU38V6
379,mang anjing first media uda tahu baru ga ada perubahannya
380,@FirstMediaCares min first media saya kok gk bisa di gunakan dan pas nyalain wifi di hp saya ad tanda serunya itu kenapa ya min?
381,@normalh00man Hi First People. Terimakasih atas informasinya. Terimakasih telah berlangganan First Media. Tks ^ang
382,ini wifi first media ganti router tapi kenapa malah jadi sering putus ya?
383,RT @fiqsleepy: First media 2021... Asal nampak cam budak ii lepasan UPSR muka aku do😭 https://t.co/4DDgyU38V6
384,first media ngelag mulu tiap abis ujan bangke
385,"RT @hnnnyhzmn: dia macam first media , tapi bukan . https://t.co/x5x7SKGlJf"
386,@rezasiregar3007 Hi First People. Terimakasih atas informasinya. Terimakasih telah berlangganan First Media dan sel… https://t.co/26RBNqIWzA
387,"@FirstMediaCares 
Setiap hari internet lemot melulu, dan apa harus saya nelpon ke custommer service nya harus tiap… https://t.co/hp19fGwSMk"
388,RT @fiqsleepy: First media 2021... Asal nampak cam budak ii lepasan UPSR muka aku do😭 https://t.co/4DDgyU38V6
389,RT @fiqsleepy: First media 2021... Asal nampak cam budak ii lepasan UPSR muka aku do😭 https://t.co/4DDgyU38V6
390,RT @fiqsleepy: First media 2021... Asal nampak cam budak ii lepasan UPSR muka aku do😭 https://t.co/4DDgyU38V6
391,RT @axkfpe: muka taksiap lagi ni..huaa first media sementara confident 😭insecure nanti delete hshs https://t.co/9zMu2MZQcl
392,First media 2021... Asal nampak cam budak ii lepasan UPSR muka aku do😭 https://t.co/4DDgyU38V6
393,"@xxxhaixx.  Selamat Malam First People, mohon maaf atas ketidaknyamanan, kami cek layanan First Media di area Bapak… https://t.co/e4heR0pH4Y"
394,@aishiterawr HAHAH ANJR. EMG BENER. PAS GW PAKE INDIHOME DIA LEMOT BGT ABIS ITU SUKA GAJELAS LAH. KLO FIRST MEDIA S… https://t.co/1p01obRpFm
395,"RT @hnnnyhzmn: dia macam first media , tapi bukan . https://t.co/x5x7SKGlJf"
396,@rizaplv cowok tuh nontonnya saiful the first media
397,Tai bgt mo remed paksaan ronde 2 tp first media gembel banget gmn mo remed signalnya begini sad bgt
398,"@nana_priy Hi First People. Baik Pak/Bu, Terima kasih telah berlangganan layanan First Media dan mohon maaf atas ke… https://t.co/BPMcNvpJxM"
399,first media lemot bgt anjir pengen gue geplak
400,wifi first media sangat2 tidak bisa membantu dikala saya sangat sangat sangat sedang bosan dan butuh hiburan. percu… https://t.co/sBh58XZtFD
